Node;IP;PASS;TECH;NODETYPE;SUBNW;C-RNC;C-BSC;STATE;RBSID;ENBID;REL;SITEID;OSS;FINGERPRINT;BBTYPE;TIMESTAMP;GNBID
LPG7741X_2NB02;10.142.102.6;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;104802;9112;23.Q2;-;ENM-RAN1A;LPG7741X_2NB02;;2002_21May2025;-
LPG8030T_2NB01;10.77.103.138;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;9332;23.Q2;null;ENM-RAN1A;LPG8030T_2NB01;;2002_21May2025;-
LPG8030X_2NB01;10.76.103.138;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;9332;-;WRBS01.A28;-;ENM-RAN1A;119383_000028;;2002_21May2025;-
LPG8034T_2NB01;10.36.115.202;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;116472;23.Q2;null;ENM-RAN1A;LPG8034T_2NB01;;2002_21May2025;-
LPG8034X_2NB01;10.35.115.202;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33682;-;23.Q2;null;ENM-RAN1A;LPG8034X_2NB01;;2002_21May2025;-
LPG8200X_2NB01;10.76.103.158;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;14882;-;WRBS01.A28;-;ENM-RAN1A;444573_696717;;2002_21May2025;-
LPG8503T_2NB01;10.77.103.170;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;19622;23.Q2;null;ENM-RAN1A;LPG8503T_2NB01;;2002_21May2025;-
LPG8503X_2NB01;10.76.103.170;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;19622;-;WRBS01.A28;-;ENM-RAN1A;931095_139728;;2002_21May2025;-
LPG8507T_2NB01;10.140.196.138;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;33712;23.Q2;null;ENM-RAN1A;LPG8507T_2NB01;;2002_21May2025;-
LPG8507X_2NB01;10.136.196.138;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33712;-;23.Q2;null;ENM-RAN1A;LPG8507X_2NB01;;2002_21May2025;-
LPG8508P_9NB02;10.196.144.114;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;317662;23.Q2;-;ENM-RAN1A;LPG8508P_9NB02;;2002_21May2025;-
LPG8508Q_9NB01;10.196.144.118;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;68222;-;23.Q2;-;ENM-RAN1A;LPG8508Q_9NB01;;2002_21May2025;-
LPG8508T_2NB03;10.196.144.106;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;317672;23.Q2;-;ENM-RAN1A;LPG8508T_2NB03;;2002_21May2025;-
LPG8508X_2NB04;10.196.144.110;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;68182;-;23.Q2;-;ENM-RAN1A;LPG8508X_2NB04;;2002_21May2025;-
LPG8510I_6NB03;10.141.17.206;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;37382;23.Q2;-;ENM-RAN1A;LPG8510I_6NB03;;2002_21May2025;-
LPG8510L_6NB02;10.152.25.206;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN1A;LPG8510L_6NB02;;2002_21May2025;501232
LPG8510T_2NB01;10.36.115.238;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;116482;23.Q2;null;ENM-RAN1A;LPG8510T_2NB01;;2002_21May2025;-
LPG8510X_2NB01;10.35.115.238;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;116482;-;23.Q2;null;ENM-RAN1A;LPG8510X_2NB01;;2002_21May2025;-
LPG8515T_2NB01;10.77.103.174;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;17162;23.Q2;null;ENM-RAN1A;LPG8515T_2NB01;;2002_21May2025;-
LPG8515X_2NB01;10.76.103.174;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;17162;-;WRBS01.A28;-;ENM-RAN1A;409662_137355;;2002_21May2025;-
LPG8516P_9NB01;10.183.135.82;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;346522;23.Q2;-;ENM-RAN1A;LPG8516P_9NB01;;2002_21May2025;597112
LPG8516Q_9NB02;10.183.135.86;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;346532;-;23.Q2;-;ENM-RAN1A;LPG8516Q_9NB02;;2002_21May2025;-
LPG8516T_2NB03;10.183.135.74;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;346532;23.Q2;-;ENM-RAN1A;LPG8516T_2NB03;;2002_21May2025;-
LPG8516X_2NB04;10.183.135.78;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;346522;-;23.Q2;-;ENM-RAN1A;LPG8516X_2NB04;;2002_21May2025;-
LPG8518T_2NB01;10.68.155.138;rbs;4G;ERBS;UNDEF;;-;SYNCHRONIZED;-;120952;1719;-;ENM-RAN1A;LPG8518T_2NB01;;2002_21May2025;-
LPG8519P_9NB01;10.183.220.226;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331212;23.Q2;-;ENM-RAN1A;LPG8519P_9NB01;;2002_21May2025;592082
LPG8519Q_9NB02;10.183.220.230;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329032;-;23.Q2;-;ENM-RAN1A;LPG8519Q_9NB02;;2002_21May2025;-
LPG8519T_2NB03;10.183.220.218;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332052;23.Q2;-;ENM-RAN1A;LPG8519T_2NB03;;2002_21May2025;-
LPG8519X_2NB04;10.183.220.222;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329022;-;23.Q2;-;ENM-RAN1A;LPG8519X_2NB04;;2002_21May2025;-
LPG8524P_9NB03;10.196.144.54;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;49982;23.Q2;-;ENM-RAN1A;LPG8524P_9NB03;;2002_21May2025;586152
LPG8524Q_9NB01;10.196.144.58;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;53572;-;23.Q2;-;ENM-RAN1A;LPG8524Q_9NB01;;2002_21May2025;-
LPG8524T_2NB02;10.196.144.46;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;53572;23.Q2;-;ENM-RAN1A;LPG8524T_2NB02;;2002_21May2025;-
LPG8524X_2NB04;10.196.144.50;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;49982;-;23.Q2;-;ENM-RAN1A;LPG8524X_2NB04;;2002_21May2025;-
LPG8525H_7NB02;10.142.18.226;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;516362;23.Q2;-;ENM-RAN1A;LPG8525H_7NB02;;2002_21May2025;516362
LPG8525T_2NB01;10.68.182.162;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;121072;23.Q2;null;ENM-RAN1A;LPG8525T_2NB01;;2002_21May2025;-
LPG8525X_2NB01;10.69.182.162;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33362;-;23.Q2;null;ENM-RAN1A;LPG8525X_2NB01;;2002_21May2025;-
LPG8526P_9NB02;10.183.220.246;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;322562;23.Q2;-;ENM-RAN1A;LPG8526P_9NB02;;2002_21May2025;589042
LPG8526Q_9NB01;10.183.220.250;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;79972;-;23.Q2;-;ENM-RAN1A;LPG8526Q_9NB01;;2002_21May2025;-
LPG8526T_2NB03;10.183.220.238;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323312;23.Q2;-;ENM-RAN1A;LPG8526T_2NB03;;2002_21May2025;-
LPG8526X_2NB04;10.183.220.242;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;79962;-;23.Q2;-;ENM-RAN1A;LPG8526X_2NB04;;2002_21May2025;-
LPG8528P_9NB01;10.196.136.150;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;317682;23.Q2;-;ENM-RAN1A;LPG8528P_9NB01;;2002_21May2025;588042
LPG8528Q_9NB02;10.196.136.154;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;68632;-;23.Q2;-;ENM-RAN1A;LPG8528Q_9NB02;;2002_21May2025;-
LPG8528T_2NB03;10.196.136.142;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;317712;23.Q2;-;ENM-RAN1A;LPG8528T_2NB03;;2002_21May2025;-
LPG8528X_2NB04;10.196.136.146;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;68522;-;23.Q2;-;ENM-RAN1A;LPG8528X_2NB04;;2002_21May2025;-
LPG8530L_6NB05;10.196.136.210;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;320052;23.Q2;-;ENM-RAN1A;LPG8530L_6NB05;;2002_21May2025;587262
LPG8530P_9NB02;10.196.180.42;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;190332;23.Q2;-;ENM-RAN1A;LPG8530P_9NB02;;2002_21May2025;585782
LPG8530Q_9NB01;10.196.180.46;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;190332;-;23.Q2;-;ENM-RAN1A;LPG8530Q_9NB01;;2002_21May2025;-
LPG8530T_2NB03;10.196.180.34;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;190352;23.Q2;-;ENM-RAN1A;LPG8530T_2NB03;;2002_21May2025;-
LPG8530X_2NB04;10.196.180.38;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;190352;-;23.Q2;-;ENM-RAN1A;LPG8530X_2NB04;;2002_21May2025;-
LPG8531T_2NB01;10.68.182.178;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33582;55542;23.Q2;null;ENM-RAN1A;LPG8531T_2NB01;;2002_21May2025;-
LPG8532H_7NB02;10.141.119.234;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;507132;23.Q2;-;ENM-RAN1A;LPG8532H_7NB02;;2002_21May2025;507132
LPG8532P_9NB01;10.68.155.174;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33612;55682;23.Q2;null;ENM-RAN1A;LPG8532P_9NB01;;2002_21May2025;-
LPG8533P_9NB03;10.196.233.10;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;180832;23.Q2;-;ENM-RAN1A;LPG8533P_9NB03;;2002_21May2025;568962
LPG8533Q_9NB01;10.196.233.14;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180412;180412;23.Q2;-;ENM-RAN1A;LPG8533Q_9NB01;;2002_21May2025;568972
LPG8533Q_9NB02;10.196.233.18;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180422;180422;23.Q2;-;ENM-RAN1A;LPG8533Q_9NB02;;2002_21May2025;568982
LPG8533T_2NB04;10.196.233.2;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;180842;23.Q2;-;ENM-RAN1A;LPG8533T_2NB04;;2002_21May2025;-
LPG8533X_2NB05;10.196.233.6;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180382;180382;23.Q2;-;ENM-RAN1A;LPG8533X_2NB05;;2002_21May2025;-
LPG8534P_9NB02;10.183.135.98;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;345762;23.Q2;-;ENM-RAN1A;LPG8534P_9NB02;;2002_21May2025;596882
LPG8534Q_9NB01;10.183.135.102;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;345772;-;23.Q2;-;ENM-RAN1A;LPG8534Q_9NB01;;2002_21May2025;-
LPG8534T_2NB03;10.183.135.90;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;345772;23.Q2;-;ENM-RAN1A;LPG8534T_2NB03;;2002_21May2025;-
LPG8534X_2NB04;10.183.135.94;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;345762;-;23.Q2;-;ENM-RAN1A;LPG8534X_2NB04;;2002_21May2025;-
LPG8535T_2NB01;10.196.180.54;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;190722;23.Q2;-;ENM-RAN1A;LPG8535T_2NB03;;2002_21May2025;-
LPG8535X_2NB02;10.196.180.58;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;190722;-;23.Q2;-;ENM-RAN1A;LPG8535X_2NB04;;2002_21May2025;-
LPG8541P_9NB02;10.196.180.70;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;190872;23.Q2;-;ENM-RAN1A;LPG8541P_9NB02;;2002_21May2025;585812
LPG8541Q_9NB01;10.196.180.74;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;190872;-;23.Q2;null;ENM-RAN1A;LPG8541Q_9NB01;;2002_21May2025;-
LPG8541T_2NB03;10.196.180.62;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191012;23.Q2;-;ENM-RAN1A;LPG8541T_2NB03;;2002_21May2025;-
LPG8541X_2NB04;10.196.180.66;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191012;-;23.Q2;-;ENM-RAN1A;LPG8541X_2NB04;;2002_21May2025;-
LPG8545P_9NB01;10.196.144.94;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;322572;23.Q2;-;ENM-RAN1A;LPG8545P_9NB01;;2002_21May2025;-
LPG8545Q_9NB02;10.196.144.98;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;80122;-;23.Q2;-;ENM-RAN1A;LPG8545Q_9NB02;;2002_21May2025;-
LPG8545T_2NB03;10.196.144.86;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323322;23.Q2;-;ENM-RAN1A;LPG8545T_2NB03;;2002_21May2025;-
LPG8545X_2NB04;10.196.144.90;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;80112;-;23.Q2;-;ENM-RAN1A;LPG8545X_2NB04;;2002_21May2025;-
LPG8547P_9NB01;10.196.144.254;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331222;23.Q2;-;ENM-RAN1A;LPG8547P_9NB01;;2002_21May2025;-
LPG8547Q_9NB02;10.196.136.2;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329052;-;23.Q2;null;ENM-RAN1A;LPG8547Q_9NB02;;2002_21May2025;-
LPG8547T_2NB03;10.196.144.246;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332062;23.Q2;-;ENM-RAN1A;LPG8547T_2NB03;;2002_21May2025;-
LPG8547X_2NB04;10.196.144.250;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329042;-;23.Q2;-;ENM-RAN1A;LPG8547X_2NB04;;2002_21May2025;-
LPG8550T_2NB01;10.36.115.246;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;116552;23.Q2;null;ENM-RAN1A;LPG8550T_2NB01;;2002_21May2025;-
LPG8550X_2NB01;10.35.115.246;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;116552;-;23.Q2;null;ENM-RAN1A;LPG8550X_2NB01;;2002_21May2025;-
LPG8551H_7NB04;10.141.115.254;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;506652;23.Q2;-;ENM-RAN1A;LPG8551H_7NB04;;2002_21May2025;506652
LPG8551I_6NB03;10.141.69.178;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;42652;23.Q2;-;ENM-RAN1A;LPG8551I_6NB03;;2002_21May2025;-
LPG8551L_6NB02;10.152.110.222;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN1A;LPG8551L_6NB02;;2002_21May2025;503552
LPG8551T_2NB01;10.77.100.254;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;19082;23.Q2;null;ENM-RAN1A;LPG8551T_2NB01;;2002_21May2025;-
LPG8551X_2NB01;10.76.100.254;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;19082;-;WRBS01.A28;-;ENM-RAN1A;940942_214986;;2002_21May2025;-
LPG8552L_6NB02;10.141.92.158;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;503752;23.Q2;-;ENM-RAN1A;LPG8552L_6NB02;;2002_21May2025;503752
LPG8552L_6NB03;10.141.92.162;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;508622;23.Q2;-;ENM-RAN1A;LPG8552L_6NB03;;2002_21May2025;508622
LPG8552T_2NB01;10.36.115.234;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;116572;23.Q2;null;ENM-RAN1A;LPG8552T_2NB01;;2002_21May2025;-
LPG8552X_2NB01;10.35.115.234;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;116572;-;WRBS01.A28;-;ENM-RAN1A;329691_273890;;2002_21May2025;-
LPG8559P_9NB03;10.196.180.250;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;53712;23.Q2;-;ENM-RAN1A;LPG8559P_9NB03;;2002_21May2025;586162
LPG8559Q_9NB02;10.196.180.254;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;55122;-;23.Q2;-;ENM-RAN1A;LPG8559Q_9NB02;;2002_21May2025;-
LPG8559T_2NB04;10.196.180.242;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;55122;23.Q2;-;ENM-RAN1A;LPG8559T_2NB04;;2002_21May2025;-
LPG8559X_2NB05;10.196.180.246;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;53712;-;23.Q2;-;ENM-RAN1A;LPG8559X_2NB05;;2002_21May2025;-
LPG8560T_2NB01;10.77.103.154;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;35062;23.Q2;null;ENM-RAN1A;LPG8560T_2NB01;;2002_21May2025;-
LPG8560X_2NB01;10.76.103.154;rbs;3G;RBS;UNDEF;CMI8362X;-;SYNCHRONIZED;19112;-;WRBS01.A28;-;ENM-RAN1A;646865_134893;;2002_21May2025;-
LPG8561P_9NB01;10.183.192.10;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331232;23.Q2;-;ENM-RAN1A;LPG8561P_9NB01;;2002_21May2025;592112
LPG8561Q_9NB02;10.183.192.14;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329072;-;23.Q2;null;ENM-RAN1A;LPG8561Q_9NB02;;2002_21May2025;-
LPG8561T_2NB03;10.183.192.2;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332072;23.Q2;-;ENM-RAN1A;LPG8561T_2NB03;;2002_21May2025;-
LPG8561X_2NB04;10.183.192.6;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329062;-;23.Q2;-;ENM-RAN1A;LPG8561X_2NB04;;2002_21May2025;-
LPG8563H_7NB04;10.141.120.158;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;506932;23.Q2;-;ENM-RAN1A;LPG8563H_7NB04;;2002_21May2025;506932
LPG8563I_6NB03;10.141.17.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;41162;23.Q2;-;ENM-RAN1A;LPG8563I_6NB03;;2002_21May2025;-
LPG8563L_6NB02;10.152.25.190;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN1A;LPG8563L_6NB02;;2002_21May2025;501262
LPG8563T_2NB01;10.68.182.186;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;55552;23.Q2;null;ENM-RAN1A;LPG8563T_2NB01;;2002_21May2025;-
LPG8563X_2NB01;10.69.182.186;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;145082;-;23.Q2;null;ENM-RAN1A;LPG8563X_2NB01;;2002_21May2025;-
LPG8564T_2NB01;10.68.147.166;rbs;4G;ERBS;UNDEF;;-;SYNCHRONIZED;-;116662;1719;-;ENM-RAN1A;LPG8564T_2NB01;;2002_21May2025;-
LPG8566P_9NB01;10.196.136.30;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;346542;23.Q2;-;ENM-RAN1A;LPG8566P_9NB01;;2002_21May2025;597122
LPG8566Q_9NB02;10.196.136.34;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;346552;-;23.Q2;-;ENM-RAN1A;LPG8566Q_9NB02;;2002_21May2025;-
LPG8566T_2NB03;10.196.136.22;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;346552;23.Q2;-;ENM-RAN1A;LPG8566T_2NB03;;2002_21May2025;-
LPG8566X_2NB04;10.196.136.26;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;346542;-;23.Q2;-;ENM-RAN1A;LPG8566X_2NB04;;2002_21May2025;-
LPG8567L_6NB01;10.196.180.102;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;54572;23.Q2;-;ENM-RAN1A;LPG8567L_6NB01;;2002_21May2025;585682
LPG8567P_9NB03;10.196.180.118;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191162;23.Q2;-;ENM-RAN1A;LPG8567P_9NB03;;2002_21May2025;585822
LPG8567Q_9NB02;10.196.180.122;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191162;-;23.Q2;-;ENM-RAN1A;LPG8567Q_9NB02;;2002_21May2025;-
LPG8567T_2NB04;10.196.180.110;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191212;23.Q2;-;ENM-RAN1A;LPG8567T_2NB04;;2002_21May2025;-
LPG8567X_2NB05;10.196.180.114;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191212;-;23.Q2;-;ENM-RAN1A;LPG8567X_2NB05;;2002_21May2025;-
LPG8570T_2NB01;10.68.128.238;rbs;4G;ERBS;UNDEF;;-;SYNCHRONIZED;-;121272;1719;-;ENM-RAN1A;LPG8570T_2NB01;;2002_21May2025;-
LPG8572P_9NB02;10.196.233.50;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191222;23.Q2;-;ENM-RAN1A;LPG8572P_9NB02;;2002_21May2025;585832
LPG8572Q_9NB01;10.196.233.54;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191222;-;23.Q2;-;ENM-RAN1A;LPG8572Q_9NB01;;2002_21May2025;-
LPG8572T_2NB03;10.196.233.42;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191232;23.Q2;-;ENM-RAN1A;LPG8572T_2NB03;;2002_21May2025;-
LPG8572X_2NB04;10.196.233.46;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191232;-;23.Q2;-;ENM-RAN1A;LPG8572X_2NB04;;2002_21May2025;-
LPG8573T_2NB01;10.140.196.158;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;33772;23.Q2;null;ENM-RAN1A;LPG8573T_2NB01;;2002_21May2025;-
LPG8574P_9NB01;10.183.192.30;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;322582;23.Q2;-;ENM-RAN1A;LPG8574P_9NB01;;2002_21May2025;589052
LPG8574Q_9NB02;10.183.192.34;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;80162;-;23.Q2;-;ENM-RAN1A;LPG8574Q_9NB02;;2002_21May2025;-
LPG8574T_2NB03;10.183.192.22;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323332;23.Q2;-;ENM-RAN1A;LPG8574T_2NB03;;2002_21May2025;-
LPG8574X_2NB04;10.183.192.26;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;80142;-;23.Q2;-;ENM-RAN1A;LPG8574X_2NB04;;2002_21May2025;-
LPG8585P_9NB01;10.68.155.182;rbs;4G;ERBS;UNDEF;;-;SYNCHRONIZED;-;145882;1719;-;ENM-RAN1A;LPG8585T_2NB01;;2002_21May2025;-
LPG8587Q_9NB01;10.75.171.154;-;2G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;null;ENM-RAN1A;LPG8587Q_9NB01;;2002_21May2025;-
LPG8587T_2NB01;10.141.242.230;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;347322;23.Q2;-;ENM-RAN1A;LPG8587T_2NB01;;2002_21May2025;597352
LPG8601L_6NB02;10.142.10.242;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;511712;23.Q2;-;ENM-RAN1A;LPG8601L_6NB02;;2002_21May2025;511712
LPG8601X_2NB01;10.140.196.162;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;33782;33782;23.Q2;null;ENM-RAN1A;LPG8601X_2NB01;;2002_21May2025;-
LPG8602P_9NB02;10.196.233.70;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191252;23.Q2;-;ENM-RAN1A;LPG8602P_9NB02;;2002_21May2025;585842
LPG8602Q_9NB01;10.196.233.74;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191252;-;23.Q2;null;ENM-RAN1A;LPG8602Q_9NB01;;2002_21May2025;-
LPG8602T_2NB03;10.196.233.62;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;191262;23.Q2;-;ENM-RAN1A;LPG8602T_2NB03;;2002_21May2025;-
LPG8602X_2NB04;10.196.233.66;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;191262;-;23.Q2;-;ENM-RAN1A;LPG8602X_2NB04;;2002_21May2025;-
LPG8605P_9NB02;10.183.192.50;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331242;23.Q2;-;ENM-RAN1A;LPG8605P_9NB02;;2002_21May2025;592122
LPG8605Q_9NB01;10.183.192.54;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329112;-;23.Q2;null;ENM-RAN1A;LPG8605Q_9NB01;;2002_21May2025;-
LPG8605T_2NB03;10.183.192.42;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332082;23.Q2;-;ENM-RAN1A;LPG8605T_2NB03;;2002_21May2025;-
LPG8605X_2NB04;10.183.192.46;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;329082;-;23.Q2;-;ENM-RAN1A;LPG8605X_2NB04;;2002_21May2025;-
LPG8606P_9NB01;10.183.192.70;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331252;23.Q2;-;ENM-RAN1A;LPG8606P_9NB01;;2002_21May2025;592132
